volantino,insegna,categoria,prodotto,formato,quantita,unita,prezzo,prezzo_unita,dal,al,note
lidl24,Lidl,Patate,Patate Iodi – Pizzoli,"1,5 kg rete",1.5,al kg,2.19,1.460,2026-09-28,2026-09-30,"Prima 3,19."
lidl24,Lidl,Prosciutto,Jamón Serrano STG – Sol&Mar,240 g,0.24,al kg,4.49,18.708,2026-09-28,2026-09-30,Stagionato minimo 11 mesi.
lidl24,Lidl,Verdura,Carote,al kg,1,al kg,1.09,1.090,2026-09-28,2026-09-30,"Con Lidl Plus. Senza tessera 1,49."
lidl24,Lidl,Vino,Libertario Tempranillo tinto La Mancha DO,"0,75 litri",0.75,al litro,1.99,2.653,2026-09-28,2026-09-30,
lidl24,Lidl,Yogurt,Ayo Kefir senza lattosio – Arborea,140 g,0.14,al kg,0.79,5.643,2026-09-28,2026-09-30,
carraia29,Carrefour Iper,Pollo,Quarti di pollo – Aia,al kg,1,al kg,4.73,4.730,2026-09-29,2026-10-22,"−25%, prima 6,31 al kg. Vale dal 29 settembre al 22 ottobre."
carraia29,Carrefour Iper,Pollo,"Sottilissime, fettine di filetti di pollo – Aia",al kg,1,al kg,12.49,12.490,2026-09-29,2026-10-22,"−30%, prima 17,92 al kg. Vale dal 29 settembre al 22 ottobre."
carraia29,Carrefour Iper,Preparati,"Alette di pollo arrosto Durango Extra Hot, con erbe aromatiche o Original – Aia",400 g,0.4,al kg,3.99,9.975,2026-09-29,2026-10-22,"−33%, prima 5,99. Già cotte. Vale dal 29 settembre al 22 ottobre."
carraia29,Carrefour Iper,Preparati,"Bigger, cotolette di pollo con limoni di Sicilia – Aia",280 g,0.28,al kg,3.59,12.821,2026-09-29,2026-10-22,"−40%, prima 5,99. Vale dal 29 settembre al 22 ottobre."
carraia29,Carrefour Iper,Preparati,"BonRoll Classico, ripieno con spinaci o con speck – Aia",680 g,0.68,al kg,6.49,9.544,2026-09-29,2026-11-15,"−44%, prima 11,59."
carraia29,Carrefour Iper,Preparati,BonRoll Easy con spinaci o con prosciutto e formaggio – Aia,300 g,0.3,al kg,3.99,13.300,2026-09-29,2026-10-22,"−33%, prima 5,99. Vale dal 29 settembre al 22 ottobre."
carraia29,Carrefour Iper,Preparati,Cotolette impanate La Milanese o Spinacine Grancroccanti – Aia,300 g,0.3,al kg,3.59,11.967,2026-09-29,2026-10-22,"−40%, prima 5,99. Vale dal 29 settembre al 22 ottobre."
carraia29,Carrefour Iper,Preparati,Hamburger classico di tacchino con rosmarino o di pollo – Aia,200 g,0.2,al kg,1.99,9.950,2026-09-29,2026-10-22,"−50%, prima 3,99. Vale dal 29 settembre al 22 ottobre."
carraia29,Carrefour Iper,Preparati,Polpettine di suino – Aia,320 g,0.32,al kg,3.99,12.469,2026-09-29,2026-10-22,"−31%, prima 5,79. Vale dal 29 settembre al 22 ottobre."
carraia29,Carrefour Iper,Preparati,"Sottilissime, cotolette di filetti di pollo impanate – Aia",140 g,0.14,al kg,1.99,14.214,2026-09-29,2026-10-22,"−33%, prima 2,99. Vale dal 29 settembre al 22 ottobre."
carriper29,Carrefour Iper,Acqua,"Acqua Brio Blu, Brio Rossa o Rocchetta, conf. 6 pezzi","9 litri (6 × 1,5 l)",9,al litro,2.59,0.288,2026-09-29,2026-10-12,"−28%, prima 3,60. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Acqua,"Acqua effervescente naturale, conf. 6 pezzi – Ferrarelle",3 litri (6 × 500 ml),3,al litro,1.69,0.563,2026-09-29,2026-10-12,
carriper29,Carrefour Iper,Acqua,"Acqua naturale o frizzante, conf. 12 pezzi – Valmora",6 litri (12 × 500 ml),6,al litro,2.15,0.358,2026-09-29,2026-10-12,"−35%, prima 3,36. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Acqua,"Acqua naturale o frizzante, conf. 6 pezzi – Eva","9 litri (6 × 1,5 l)",9,al litro,1.79,0.199,2026-09-29,2026-10-12,"−31%, prima 2,60. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Acqua,"Acqua naturale, conf. 6 pezzi – Levissima",12 litri (6 × 2 l),12,al litro,2.99,0.249,2026-09-29,2026-10-12,"−50%, prima 5,99. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Acqua,"Acqua naturale, conf. 6 pezzi – Panna","9 litri (6 × 1,5 l)",9,al litro,2.29,0.254,2026-09-29,2026-10-12,"−35%, prima 3,77. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Affettati,Arrosto di tacchino,al kg,1,al kg,15.90,15.900,2026-09-29,2026-10-12,"−26%, prima 2,15 all'etto."
carriper29,Carrefour Iper,Affettati,Fesa di tacchino arrosto – Amadori,100 g,0.1,al kg,1.89,18.900,2026-09-29,2026-10-12,"−36%, prima 2,96. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Affettati,Gran fesa di manzo cotta – Raspini,al kg,1,al kg,20.72,20.720,2026-09-29,2026-10-12,"−20%, prima 2,59 all'etto."
carriper29,Carrefour Iper,Ammorbidente,"Ammorbidente concentrato, 38 lavaggi – Lenor",695 ml,38,a lavaggio,2.99,0.079,2026-09-29,2026-10-12,"−25%, prima 3,99. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Ammorbidente,"Ammorbidente concentrato, 87 lavaggi – Coccolino","1,827 litri",87,a lavaggio,3.99,0.046,2026-09-29,2026-10-12,"−45%, prima 7,27. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Ammorbidente,"Ammorbidente diluito, 45 lavaggi – Vernel","2,97 litri",45,a lavaggio,3.39,0.075,2026-09-29,2026-10-12,"−39%, prima 5,57."
carriper29,Carrefour Iper,Asciugatutto,Asciugatutto Fashion – Nicky,3 rotoli,3,al rotolo,2.19,0.730,2026-09-29,2026-10-12,"−26%, prima 2,99."
carriper29,Carrefour Iper,Asciugatutto,Bobina Jumbo Roll 500 strappi – Carrefour Essential,1 rotolo,1,al rotolo,3.99,3.990,2026-09-29,2026-10-12,"−27%, prima 5,49."
carriper29,Carrefour Iper,Asciugatutto,Carta casa – Regina di Cuori,6 rotoli,6,al rotolo,3.99,0.665,2026-09-29,2026-10-12,"−41%, prima 6,79."
carriper29,Carrefour Iper,Bagnoschiuma,"Bagnodoccia, profumazioni assortite – Lycia",750 ml,0.75,al litro,1.89,2.520,2026-09-29,2026-10-12,"−32%, prima 2,79. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Bagnoschiuma,"Bagnodoccia, profumazioni assortite – Neutromed",600 ml,0.6,al litro,1.89,3.150,2026-09-29,2026-10-12,"−47%, prima 3,57. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Bagnoschiuma,"Bagnodoccia, profumazioni assortite – Spuma di Sciampagna",650 ml,0.65,al litro,1.39,2.138,2026-09-29,2026-10-12,"−50%, prima 2,78. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Bagnoschiuma,"Detergente intimo, conf. 2 pezzi – Neutromed",400 ml (2 × 200 ml),0.4,al litro,2.49,6.225,2026-09-29,2026-10-12,"−50%, prima 4,99. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Bagnoschiuma,"Docciaschiuma, assortiti – Tesori d'Oriente",500 ml,0.5,al litro,2.99,5.980,2026-09-29,2026-10-12,"−30%, prima 4,28. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Bagnoschiuma,"Ricarica sapone mani, assortite – Jacklon",1 litro,1,al litro,1.29,1.290,2026-09-29,2026-10-12,"−35%, prima 1,99. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Bagnoschiuma,"Sapone liquido mani, assortiti – Amuchina",250 ml,0.25,al litro,1.79,7.160,2026-09-29,2026-10-12,"−35%, prima 2,76. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Bagnoschiuma,"Sapone liquido, profumazioni assortite – Malizia",300 ml,0.3,al litro,0.99,3.300,2026-09-29,2026-10-12,"−33%, prima 1,49. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Bibite,"Cedrata, gusti assortiti, conf. 4 pezzi – Tassoni",720 ml (4 × 180 ml),0.72,al litro,3.19,4.431,2026-09-29,2026-10-12,"−20%, prima 3,99. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Bibite,"Energy drink, conf. 8 pezzi – Red Bull",2 litri (8 × 250 ml),2,al litro,7.49,3.745,2026-09-29,2026-10-12,"−33%, prima 11,18. Comprando 2 confezioni o più costa 6,99 l'una. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Bibite,"Fruitz!, gusti assortiti, conf. 2 pezzi – Santal",400 ml (2 × 200 ml),0.4,al litro,1.99,4.975,2026-09-29,2026-10-12,"−23%, prima 2,59. Analcolico alla frutta. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Bibite,"Fuze Tea, gusti assortiti",400 ml,0.4,al litro,0.69,1.725,2026-09-29,2026-10-12,"−25%, prima 0,93. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Bibite,"Original o Zero, conf. 2 pezzi – Coca-Cola","3 litri (2 × 1,5 l)",3,al litro,2.79,0.930,2026-09-29,2026-10-12,"−35%, prima 4,36. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Bibite,"Succhi di frutta Skipper, gusti assortiti – Zuegg",1 litro,1,al litro,1.29,1.290,2026-09-29,2026-10-12,"−35%, prima 1,99. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Bibite,Succo di mela – Melinda,1 litro,1,al litro,2.99,2.990,2026-09-29,2026-10-12,"−20%, prima 3,74."
carriper29,Carrefour Iper,Bibite,"Thè, gusti assortiti – San Benedetto","1,5 litri",1.5,al litro,0.69,0.460,2026-09-29,2026-10-12,"−50%, prima 1,39. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Bibite,"Thè, gusti assortiti, conf. 6 pezzi – Carrefour Classic","1,2 litri (6 × 200 ml)",1.2,al litro,1.35,1.125,2026-09-29,2026-10-12,
carriper29,Carrefour Iper,Birra,"Birra 5,0 Original Craft",500 ml,0.5,al litro,0.99,1.980,2026-09-29,2026-10-12,
carriper29,Carrefour Iper,Birra,"Birra Black, Helles o Weiss in lattina – Oettinger",500 ml,0.5,al litro,0.79,1.580,2026-09-29,2026-10-12,
carriper29,Carrefour Iper,Birra,Birra Brauhaus Helles Bio – Riedenburger,500 ml,0.5,al litro,1.99,3.980,2026-09-29,2026-10-12,
carriper29,Carrefour Iper,Birra,Birra Festweisse – Schneider,500 ml,0.5,al litro,2.39,4.780,2026-09-29,2026-10-12,"−20%, prima 2,99. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Birra,Birra Fresh 0.0 – Warsteiner,330 ml,0.33,al litro,0.85,2.576,2026-09-29,2026-10-12,Analcolica.
carriper29,Carrefour Iper,Birra,Birra Lagerbier Hell – Augustinerbräu München,500 ml,0.5,al litro,2.29,4.580,2026-09-29,2026-10-12,
carriper29,Carrefour Iper,Birra,Birra Münchner Weisse – Hofbräu München,500 ml,0.5,al litro,1.39,2.780,2026-09-29,2026-10-12,"−20%, prima 1,74. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Birra,Birra Nastro Azzurro Stile Capri – Peroni,330 ml,0.33,al litro,0.69,2.091,2026-09-29,2026-10-12,"−50%, prima 1,39. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Birra,Birra Nastro Azzurro in lattina – Peroni,500 ml,0.5,al litro,0.89,1.780,2026-09-29,2026-10-12,"−34%, prima 1,35. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Birra,Birra Oktoberfest – Hb,500 ml,0.5,al litro,1.99,3.980,2026-09-29,2026-10-12,
carriper29,Carrefour Iper,Birra,Birra Oktoberfest – Löwenbräu,500 ml,0.5,al litro,1.29,2.580,2026-09-29,2026-10-12,
carriper29,Carrefour Iper,Birra,"Birra Original Pils, conf. 3 pezzi – Beck's",990 ml (3 × 330 ml),0.99,al litro,1.89,1.909,2026-09-29,2026-10-12,"−50%, prima 3,79. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Birra,Birra Pils in lattina – Oettinger,500 ml,0.5,al litro,0.79,1.580,2026-09-29,2026-10-12,
carriper29,Carrefour Iper,Birra,"Birra Strong Ale, conf. 4 pezzi – Ceres","1,32 litri (4 × 330 ml)",1.32,al litro,4.99,3.780,2026-09-29,2026-10-12,"−35%, prima 7,69. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Birra,Birra Super Strong Lager Scozzese doppio malto – Tennent's,355 ml,0.355,al litro,1.49,4.197,2026-09-29,2026-10-12,
carriper29,Carrefour Iper,Birra,Birra in lattina – La Chouffe,500 ml,0.5,al litro,2.49,4.980,2026-09-29,2026-10-12,"−24%, prima 3,28. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Birra,Birra lager o dark – Kozel,500 ml,0.5,al litro,0.99,1.980,2026-09-29,2026-10-12,"−36%, prima 1,55. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Birra,"Birra non filtrata, conf. 3 pezzi – Ichnusa",990 ml (3 × 330 ml),0.99,al litro,2.99,3.020,2026-09-29,2026-10-12,"−30%, prima 4,28. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Birra,Birra – Corona,330 ml,0.33,al litro,1.09,3.303,2026-09-29,2026-10-12,
carriper29,Carrefour Iper,Birra,Birra – Heineken,660 ml,0.66,al litro,0.99,1.500,2026-09-29,2026-10-12,"−33%, prima 1,49. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Birra,Birra – Warsteiner,660 ml,0.66,al litro,1.29,1.955,2026-09-29,2026-10-12,"−31%, prima 1,88. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Birra,"Birra, conf. 12 pezzi – Peroni","3,96 litri (12 × 330 ml)",3.96,al litro,7.99,2.018,2026-09-29,2026-10-12,"−20%, prima 9,99. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Birra,Fustino birra Pils – Bitburger,5 litri,5,al litro,11.90,2.380,2026-09-29,2026-10-12,
carriper29,Carrefour Iper,Biscotti,"Biscotti Gran Dispensa, gusti assortiti – Colussi",565 g,0.565,al kg,1.89,3.345,2026-09-29,2026-10-12,"−50%, prima 3,79. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Biscotti,"Biscotti classici, vari tipi – Mulino Bianco",700 g,0.7,al kg,1.69,2.414,2026-09-29,2026-10-12,"−50%, prima 3,39. Stesso prezzo per le confezioni da 800 g: qui il conto è sul formato più piccolo."
carriper29,Carrefour Iper,Biscotti,Biscotto – Plasmon,"1,8 kg",1.8,al kg,9.90,5.500,2026-09-29,2026-10-12,"−31%, prima 14,36. Biscotti per bambini. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Biscotti,"Cereal-Yo, gusti assortiti – Vitasnella",253 g,0.253,al kg,1.19,4.704,2026-09-29,2026-10-12,"−40%, prima 1,99. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Biscotti,Frollini Fibraextra – Misura,380 g,0.38,al kg,1.69,4.447,2026-09-29,2026-10-12,"−45%, prima 3,08. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Biscotti,Pavesini,200 g,0.2,al kg,1.49,7.450,2026-09-29,2026-10-12,"−40%, prima 2,49. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Biscotti,Savoiardi Vicenzovo – Vicenzi,300 g,0.3,al kg,0.99,3.300,2026-09-29,2026-10-12,"−40%, prima 1,65. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Burro,Burro – Centrale del Latte di Torino,125 g,0.125,al kg,1.99,15.920,2026-09-29,2026-10-12,
carriper29,Carrefour Iper,Burro,Burro – Latteria Soresina,250 g,0.25,al kg,2.29,9.160,2026-09-29,2026-10-12,"−34%, prima 3,49."
carriper29,Carrefour Iper,Caffè,"Caffè Aroma Italiano, conf. 4 pezzi – Kimbo",1 kg (4 × 250 g),1,al kg,10.49,10.490,2026-09-29,2026-10-12,"−50%, prima 20,98. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Caffè,"Caffè in capsule, gusti assortiti, 30 capsule – L'Or",156 g,0.156,al kg,7.99,51.218,2026-09-29,2026-10-12,"−22%, prima 10,25. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Caffè,Caffè in grani Qualità Rossa – Lavazza,1 kg,1,al kg,18.99,18.990,2026-09-29,2026-10-12,−30%. Solo con la tessera SpesAmica Payback.
carriper29,Carrefour Iper,Caffè,"Caffè macinato Classico, Morbido, Forte o Espresso – Carrefour Classic",250 g,0.25,al kg,2.99,11.960,2026-09-29,2026-10-12,"−20%, prima 3,74. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Caffè,"Caffè macinato Soft Can, gusto classico o intenso – Illy",185 g,0.185,al kg,4.69,25.351,2026-09-29,2026-10-12,"−20%, prima 5,87. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Caffè,"Capsule Dolce Gusto, gusti assortiti, 30 capsule – Kimbo",210 g,0.21,al kg,6.39,30.429,2026-09-29,2026-10-12,"−35%, prima 9,84. Compatibili Nescafé Dolce Gusto. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Caffè,"Capsule compatibili Nespresso, gusti assortiti – Starbucks",57 g,0.057,al kg,3.29,57.719,2026-09-29,2026-10-12,
carriper29,Carrefour Iper,Caffè,"Capsule in alluminio compatibili Nespresso Napoli, Ristretto o Macinato Fresco, 60 capsule – Kimbo",330 g,0.33,al kg,9.99,30.273,2026-09-29,2026-10-12,"−50%, prima 19,99. Comprando 4 confezioni o più costa 8,99 l'una. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Caffè,"Capsule, gusti assortiti, 16 capsule – Bialetti",115 g,0.115,al kg,4.99,43.391,2026-09-29,2026-10-12,"−20%, prima 6,24. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Caffè,"Cialde Crema e Gusto, 100 cialde – Lavazza",700 g,0.7,al kg,15.99,22.843,2026-09-29,2026-10-12,"−20%, prima 19,99. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Calamari,Anelli di totano decongelati,al kg,1,al kg,7.90,7.900,2026-09-29,2026-10-12,"−38%, prima 12,90 al kg."
carriper29,Carrefour Iper,Calamari,Totano,al kg,1,al kg,9.90,9.900,2026-09-29,2026-10-12,"−23%, prima 12,90 al kg."
carriper29,Carrefour Iper,Carta igienica,Carta igienica Rotoloni – Regina,12 rotoli,12,al rotolo,7.99,0.666,2026-09-29,2026-10-12,"−33%, prima 11,99."
carriper29,Carrefour Iper,Cereali,"Cereali Vitalis, gusti assortiti – Cameo",310 g,0.31,al kg,1.99,6.419,2026-09-29,2026-10-12,"−40%, prima 3,32. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Cereali,Special K Classico – Kellogg's,450 g,0.45,al kg,1.79,3.978,2026-09-29,2026-10-12,"−50%, prima 3,59. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Cioccolato,"Baci Bijou, gusti assortiti – Perugina",200 g,0.2,al kg,5.99,29.950,2026-09-29,2026-10-12,"−30%, prima 8,56. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Cioccolato,Cremini classico – Terre d'Italia,150 g,0.15,al kg,2.99,19.933,2026-09-29,2026-10-12,"−20%, prima 3,74. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Cioccolato,"Emilia cioccolato fondente extra, fondente 70% o bianco – Zàini",200 g,0.2,al kg,2.99,14.950,2026-09-29,2026-10-12,"−30%, prima 4,28. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Cioccolato,"Kit Kat Trio, gusti assortiti – Nestlé",125 g,0.125,al kg,1.99,15.920,2026-09-29,2026-10-12,"−40%, prima 3,33. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Cioccolato,"Ovetti Tripack Juve, Inter o Milan – Dolfin",60 g,0.06,al kg,2.99,49.833,2026-09-29,2026-10-12,"−20%, prima 3,74. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Cioccolato,"Tavoletta Tasting Experience, gusti assortiti – Vanini",75 g,0.075,al kg,1.99,26.533,2026-09-29,2026-10-12,"−20%, prima 2,49. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Cioccolato,"Tavoletta Tuc, Oro Ciock o Oreo Sandwich – Milka",87 g,0.087,al kg,1.49,17.126,2026-09-29,2026-10-12,"−25%, prima 1,99. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Cioccolato,"Tavolette Excellence, gusti assortiti – Lindt",100 g,0.1,al kg,2.89,28.900,2026-09-29,2026-10-12,"−20%, prima 3,62. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Cioccolato,"Tavolette Nero, gusti assortiti – Perugina",85 g,0.085,al kg,2.29,26.941,2026-09-29,2026-10-12,"−20%, prima 2,87. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Cioccolato,"Tavolette Nocciolato, gusti assortiti – Novi",130 g,0.13,al kg,3.09,23.769,2026-09-29,2026-10-12,"−20%, prima 3,87. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Cioccolato,Tavolette Selection,80 g,0.08,al kg,1.59,19.875,2026-09-29,2026-10-12,"−20%, prima 1,99. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Cioccolato,"Tavolette Variety, gusti assortiti – Ritter Sport",100 g,0.1,al kg,1.59,15.900,2026-09-29,2026-10-12,"−20%, prima 1,99. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Cioccolato,Tavolette classiche latte o fondente – Novi,100 g,0.1,al kg,1.39,13.900,2026-09-29,2026-10-12,"−30%, prima 1,99. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Collutorio,"Collutorio, assortiti – Pasta del Capitano",400 ml,0.4,al litro,1.29,3.225,2026-09-29,2026-10-12,"−39%, prima 2,13. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Conserve,Filetti di alici in olio di oliva – Delicius,58 g,0.058,al kg,2.49,42.931,2026-09-29,2026-10-12,"−28%, prima 3,47. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Conserve,Olive verdi Olivolì intere o snocciolate – Saclà,120 g,0.12,al kg,1.45,12.083,2026-09-29,2026-10-12,"−30%, prima 2,08. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Conserve,"Peperlizia, gusti assortiti – Ponti",170 g,0.17,al kg,1.99,11.706,2026-09-29,2026-10-12,"−40%, prima 3,33. Peperoni in agrodolce. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Conserve,Verdure e tonno – Galfrè Ghiotto,160 g,0.16,al kg,3.49,21.812,2026-09-29,2026-10-12,
carriper29,Carrefour Iper,Creme,Nutella,750 g,0.75,al kg,5.99,7.987,2026-09-29,2026-10-12,
carriper29,Carrefour Iper,Dentifricio,Dentifricio Complete Protezione e Antibatterico – Oral-B,2 × 75 ml (1+1),0.15,al litro,1.99,13.267,2026-09-29,2026-10-12,"È un 1+1: si pagano 1,99 e se ne portano via due. Uno solo costa 1,99."
carriper29,Carrefour Iper,Farina,Farina Universale senza glutine – Dr. Schär,1 kg,1,al kg,3.19,3.190,2026-09-29,2026-10-12,"−22%, prima 4,10. Senza glutine. Solo con la tessera SpesAmica Payback."
carriper29,Carrefour Iper,Formaggio,Bel Paese – Galbani,al kg,1,al kg,9.90,9.900,2026-09-29,2026-10-12,"−50%, prima 1,99 all'etto."
carriper29,Carrefour Iper,Formaggio,Biraghini – Biraghi,200 g,0.2,al kg,2.99,14.950,2026-09-29,2026-10-12,"−33%, prima 4,49."
